Province,Area Type,Age Group,Gender,Income Bracket (ZAR),Package,Customer Count
Western Cape,Urban,18-25,Other,20-40k,1000/1000 Mbps,8
Western Cape,Urban,18-25,Other,40k+,10/10 Mbps,30
Western Cape,Urban,18-25,Other,40k+,50/50 Mbps,67
Western Cape,Urban,18-25,Other,40k+,100/100 Mbps,67
Western Cape,Urban,18-25,Other,40k+,200/200 Mbps,41
Western Cape,Urban,18-25,Other,40k+,500/500 Mbps,77
Western Cape,Urban,18-25,Other,40k+,1000/1000 Mbps,24
Western Cape,Urban,26-35,Male,<10k,10/10 Mbps,62
Western Cape,Urban,26-35,Male,<10k,50/50 Mbps,47
Western Cape,Urban,26-35,Male,<10k,100/100 Mbps,43
Western Cape,Urban,26-35,Male,<10k,200/200 Mbps,97
Western Cape,Urban,26-35,Male,<10k,500/500 Mbps,28
Western Cape,Urban,26-35,Male,<10k,1000/1000 Mbps,8
Western Cape,Urban,26-35,Male,10-20k,10/10 Mbps,27
Western Cape,Urban,26-35,Male,10-20k,50/50 Mbps,56
Western Cape,Urban,26-35,Male,10-20k,100/100 Mbps,22
Western Cape,Urban,26-35,Male,10-20k,200/200 Mbps,99
Western Cape,Urban,26-35,Male,10-20k,500/500 Mbps,29
Western Cape,Urban,26-35,Male,10-20k,1000/1000 Mbps,18
Western Cape,Urban,26-35,Male,20-40k,10/10 Mbps,6
Western Cape,Urban,26-35,Male,20-40k,50/50 Mbps,27
Western Cape,Urban,26-35,Male,20-40k,100/100 Mbps,54
Western Cape,Urban,26-35,Male,20-40k,200/200 Mbps,75
Western Cape,Urban,26-35,Male,20-40k,500/500 Mbps,52
Western Cape,Urban,26-35,Male,20-40k,1000/1000 Mbps,58
Western Cape,Urban,26-35,Male,40k+,10/10 Mbps,58
Western Cape,Urban,26-35,Male,40k+,50/50 Mbps,83
Western Cape,Urban,26-35,Male,40k+,100/100 Mbps,87
Western Cape,Urban,26-35,Male,40k+,200/200 Mbps,45
Western Cape,Urban,26-35,Male,40k+,500/500 Mbps,31
Western Cape,Urban,26-35,Male,40k+,1000/1000 Mbps,61
Western Cape,Urban,26-35,Female,<10k,10/10 Mbps,71
Western Cape,Urban,26-35,Female,<10k,50/50 Mbps,68
Western Cape,Urban,26-35,Female,<10k,100/100 Mbps,78
Western Cape,Urban,26-35,Female,<10k,200/200 Mbps,55
Western Cape,Urban,26-35,Female,<10k,500/500 Mbps,26
Western Cape,Urban,26-35,Female,<10k,1000/1000 Mbps,72
Western Cape,Urban,26-35,Female,10-20k,10/10 Mbps,13
Western Cape,Urban,26-35,Female,10-20k,50/50 Mbps,38
Western Cape,Urban,26-35,Female,10-20k,100/100 Mbps,25
Western Cape,Urban,26-35,Female,10-20k,200/200 Mbps,99
Western Cape,Urban,26-35,Female,10-20k,500/500 Mbps,86
Western Cape,Urban,26-35,Female,10-20k,1000/1000 Mbps,40
Western Cape,Urban,26-35,Female,20-40k,10/10 Mbps,72
Western Cape,Urban,26-35,Female,20-40k,50/50 Mbps,83
Western Cape,Urban,26-35,Female,20-40k,100/100 Mbps,83
Western Cape,Urban,26-35,Female,20-40k,200/200 Mbps,89
Western Cape,Urban,26-35,Female,20-40k,500/500 Mbps,26
Western Cape,Urban,26-35,Female,20-40k,1000/1000 Mbps,49
Western Cape,Urban,26-35,Female,40k+,10/10 Mbps,27
Western Cape,Urban,26-35,Female,40k+,50/50 Mbps,19
Western Cape,Urban,26-35,Female,40k+,100/100 Mbps,59
Western Cape,Urban,26-35,Female,40k+,200/200 Mbps,13
Western Cape,Urban,26-35,Female,40k+,500/500 Mbps,95
Western Cape,Urban,26-35,Female,40k+,1000/1000 Mbps,39
Western Cape,Urban,26-35,Other,<10k,10/10 Mbps,27
Western Cape,Urban,26-35,Other,<10k,50/50 Mbps,72
Western Cape,Urban,26-35,Other,<10k,100/100 Mbps,35
Western Cape,Urban,26-35,Other,<10k,200/200 Mbps,45
Western Cape,Urban,26-35,Other,<10k,500/500 Mbps,26
Western Cape,Urban,26-35,Other,<10k,1000/1000 Mbps,33
Western Cape,Urban,26-35,Other,10-20k,10/10 Mbps,18
Western Cape,Urban,26-35,Other,10-20k,50/50 Mbps,62
Western Cape,Urban,26-35,Other,10-20k,100/100 Mbps,52
Western Cape,Urban,26-35,Other,10-20k,200/200 Mbps,80
Western Cape,Urban,26-35,Other,10-20k,500/500 Mbps,98
Western Cape,Urban,26-35,Other,10-20k,1000/1000 Mbps,37
Western Cape,Urban,26-35,Other,20-40k,10/10 Mbps,58
Western Cape,Urban,26-35,Other,20-40k,50/50 Mbps,75
Western Cape,Urban,26-35,Other,20-40k,100/100 Mbps,93
Western Cape,Urban,26-35,Other,20-40k,200/200 Mbps,44
Western Cape,Urban,26-35,Other,20-40k,500/500 Mbps,19
Western Cape,Urban,26-35,Other,20-40k,1000/1000 Mbps,24
Western Cape,Urban,26-35,Other,40k+,10/10 Mbps,80
Western Cape,Urban,26-35,Other,40k+,50/50 Mbps,64
Western Cape,Urban,26-35,Other,40k+,100/100 Mbps,21
Western Cape,Urban,26-35,Other,40k+,200/200 Mbps,83
Western Cape,Urban,26-35,Other,40k+,500/500 Mbps,68
Western Cape,Urban,26-35,Other,40k+,1000/1000 Mbps,35
Western Cape,Urban,36-50,Male,<10k,10/10 Mbps,99
Western Cape,Urban,36-50,Male,<10k,50/50 Mbps,14
Western Cape,Urban,36-50,Male,<10k,100/100 Mbps,66
Western Cape,Urban,36-50,Male,<10k,200/200 Mbps,70
Western Cape,Urban,36-50,Male,<10k,500/500 Mbps,40
Western Cape,Urban,36-50,Male,<10k,1000/1000 Mbps,45
Western Cape,Urban,36-50,Male,10-20k,10/10 Mbps,96
Western Cape,Urban,36-50,Male,10-20k,50/50 Mbps,53
Western Cape,Urban,36-50,Male,10-20k,100/100 Mbps,18
Western Cape,Urban,36-50,Male,10-20k,200/200 Mbps,54
Western Cape,Urban,36-50,Male,10-20k,500/500 Mbps,38
Western Cape,Urban,36-50,Male,10-20k,1000/1000 Mbps,34
Western Cape,Urban,36-50,Male,20-40k,10/10 Mbps,17
Western Cape,Urban,36-50,Male,20-40k,50/50 Mbps,46
Western Cape,Urban,36-50,Male,20-40k,100/100 Mbps,68
Western Cape,Urban,36-50,Male,20-40k,200/200 Mbps,68
Western Cape,Urban,36-50,Male,20-40k,500/500 Mbps,87
Western Cape,Urban,36-50,Male,20-40k,1000/1000 Mbps,81
Western Cape,Urban,36-50,Male,40k+,10/10 Mbps,73
Western Cape,Urban,36-50,Male,40k+,50/50 Mbps,8
Western Cape,Urban,36-50,Male,40k+,100/100 Mbps,82
Western Cape,Urban,36-50,Male,40k+,200/200 Mbps,66
Western Cape,Urban,36-50,Male,40k+,500/500 Mbps,48
Western Cape,Urban,36-50,Male,40k+,1000/1000 Mbps,53
Western Cape,Urban,36-50,Female,<10k,10/10 Mbps,75
Western Cape,Urban,36-50,Female,<10k,50/50 Mbps,6
Western Cape,Urban,36-50,Female,<10k,100/100 Mbps,80
Western Cape,Urban,36-50,Female,<10k,200/200 Mbps,65
Western Cape,Urban,36-50,Female,<10k,500/500 Mbps,22
Western Cape,Urban,36-50,Female,<10k,1000/1000 Mbps,43
Western Cape,Urban,36-50,Female,10-20k,10/10 Mbps,33
Western Cape,Urban,36-50,Female,10-20k,50/50 Mbps,93
Western Cape,Urban,36-50,Female,10-20k,100/100 Mbps,5
Western Cape,Urban,36-50,Female,10-20k,200/200 Mbps,38
Western Cape,Urban,36-50,Female,10-20k,500/500 Mbps,76
Western Cape,Urban,36-50,Female,10-20k,1000/1000 Mbps,44
Western Cape,Urban,36-50,Female,20-40k,10/10 Mbps,33
Western Cape,Urban,36-50,Female,20-40k,50/50 Mbps,93
Western Cape,Urban,36-50,Female,20-40k,100/100 Mbps,11
Western Cape,Urban,36-50,Female,20-40k,200/200 Mbps,23
Western Cape,Urban,36-50,Female,20-40k,500/500 Mbps,66
Western Cape,Urban,36-50,Female,20-40k,1000/1000 Mbps,25
Western Cape,Urban,36-50,Female,40k+,10/10 Mbps,79
Western Cape,Urban,36-50,Female,40k+,50/50 Mbps,37
Western Cape,Urban,36-50,Female,40k+,100/100 Mbps,25
Western Cape,Urban,36-50,Female,40k+,200/200 Mbps,73
Western Cape,Urban,36-50,Female,40k+,500/500 Mbps,93
Western Cape,Urban,36-50,Female,40k+,1000/1000 Mbps,13
Western Cape,Urban,36-50,Other,<10k,10/10 Mbps,70
Western Cape,Urban,36-50,Other,<10k,50/50 Mbps,47
Western Cape,Urban,36-50,Other,<10k,100/100 Mbps,66
Western Cape,Urban,36-50,Other,<10k,200/200 Mbps,37
Western Cape,Urban,36-50,Other,<10k,500/500 Mbps,97
Western Cape,Urban,36-50,Other,<10k,1000/1000 Mbps,21
Western Cape,Urban,36-50,Other,10-20k,10/10 Mbps,17
Western Cape,Urban,36-50,Other,10-20k,50/50 Mbps,53
Western Cape,Urban,36-50,Other,10-20k,100/100 Mbps,14
Western Cape,Urban,36-50,Other,10-20k,200/200 Mbps,12
Western Cape,Urban,36-50,Other,10-20k,500/500 Mbps,11
Western Cape,Urban,36-50,Other,10-20k,1000/1000 Mbps,22
Western Cape,Urban,36-50,Other,20-40k,10/10 Mbps,91
Western Cape,Urban,36-50,Other,20-40k,50/50 Mbps,40
Western Cape,Urban,36-50,Other,20-40k,100/100 Mbps,9
Western Cape,Urban,36-50,Other,20-40k,200/200 Mbps,38
Western Cape,Urban,36-50,Other,20-40k,500/500 Mbps,70
Western Cape,Urban,36-50,Other,20-40k,1000/1000 Mbps,52
Western Cape,Urban,36-50,Other,40k+,10/10 Mbps,50
Western Cape,Urban,36-50,Other,40k+,50/50 Mbps,26
Western Cape,Urban,36-50,Other,40k+,100/100 Mbps,41
Western Cape,Urban,36-50,Other,40k+,200/200 Mbps,70
Western Cape,Urban,36-50,Other,40k+,500/500 Mbps,27
Western Cape,Urban,36-50,Other,40k+,1000/1000 Mbps,75
Western Cape,Urban,51+,Male,<10k,10/10 Mbps,70
Western Cape,Urban,51+,Male,<10k,50/50 Mbps,52
Western Cape,Urban,51+,Male,<10k,100/100 Mbps,93
Western Cape,Urban,51+,Male,<10k,200/200 Mbps,99
Western Cape,Urban,51+,Male,<10k,500/500 Mbps,91
Western Cape,Urban,51+,Male,<10k,1000/1000 Mbps,79
Western Cape,Urban,51+,Male,10-20k,10/10 Mbps,60
Western Cape,Urban,51+,Male,10-20k,50/50 Mbps,77
Western Cape,Urban,51+,Male,10-20k,100/100 Mbps,12
Western Cape,Urban,51+,Male,10-20k,200/200 Mbps,53
Western Cape,Urban,51+,Male,10-20k,500/500 Mbps,46
Western Cape,Urban,51+,Male,10-20k,1000/1000 Mbps,11
Western Cape,Urban,51+,Male,20-40k,10/10 Mbps,43
Western Cape,Urban,51+,Male,20-40k,50/50 Mbps,87
Western Cape,Urban,51+,Male,20-40k,100/100 Mbps,34
Western Cape,Urban,51+,Male,20-40k,200/200 Mbps,78
Western Cape,Urban,51+,Male,20-40k,500/500 Mbps,60
Western Cape,Urban,51+,Male,20-40k,1000/1000 Mbps,32
Western Cape,Urban,51+,Male,40k+,10/10 Mbps,17
Western Cape,Urban,51+,Male,40k+,50/50 Mbps,69
Western Cape,Urban,51+,Male,40k+,100/100 Mbps,63
Western Cape,Urban,51+,Male,40k+,200/200 Mbps,17
Western Cape,Urban,51+,Male,40k+,500/500 Mbps,58
Western Cape,Urban,51+,Male,40k+,1000/1000 Mbps,84
Western Cape,Urban,51+,Female,<10k,10/10 Mbps,8
Western Cape,Urban,51+,Female,<10k,50/50 Mbps,6
Western Cape,Urban,51+,Female,<10k,100/100 Mbps,80
Western Cape,Urban,51+,Female,<10k,200/200 Mbps,54
Western Cape,Urban,51+,Female,<10k,500/500 Mbps,82
Western Cape,Urban,51+,Female,<10k,1000/1000 Mbps,26
Western Cape,Urban,51+,Female,10-20k,10/10 Mbps,23
Western Cape,Urban,51+,Female,10-20k,50/50 Mbps,33
Western Cape,Urban,51+,Female,10-20k,100/100 Mbps,33
Western Cape,Urban,51+,Female,10-20k,200/200 Mbps,71
Western Cape,Urban,51+,Female,10-20k,500/500 Mbps,37
Western Cape,Urban,51+,Female,10-20k,1000/1000 Mbps,90
Western Cape,Urban,51+,Female,20-40k,10/10 Mbps,78
Western Cape,Urban,51+,Female,20-40k,50/50 Mbps,72
Western Cape,Urban,51+,Female,20-40k,100/100 Mbps,67
Western Cape,Urban,51+,Female,20-40k,200/200 Mbps,77
Western Cape,Urban,51+,Female,20-40k,500/500 Mbps,85
Western Cape,Urban,51+,Female,20-40k,1000/1000 Mbps,80
Western Cape,Urban,51+,Female,40k+,10/10 Mbps,81
Western Cape,Urban,51+,Female,40k+,50/50 Mbps,35
Western Cape,Urban,51+,Female,40k+,100/100 Mbps,27
Western Cape,Urban,51+,Female,40k+,200/200 Mbps,25
Western Cape,Urban,51+,Female,40k+,500/500 Mbps,12
Western Cape,Urban,51+,Female,40k+,1000/1000 Mbps,75
Western Cape,Urban,51+,Other,<10k,10/10 Mbps,75
Western Cape,Urban,51+,Other,<10k,50/50 Mbps,67
Western Cape,Urban,51+,Other,<10k,100/100 Mbps,25
Western Cape,Urban,51+,Other,<10k,200/200 Mbps,56
Western Cape,Urban,51+,Other,<10k,500/500 Mbps,39
Western Cape,Urban,51+,Other,<10k,1000/1000 Mbps,96
Western Cape,Urban,51+,Other,10-20k,10/10 Mbps,56
Western Cape,Urban,51+,Other,10-20k,50/50 Mbps,49
Western Cape,Urban,51+,Other,10-20k,100/100 Mbps,41
Western Cape,Urban,51+,Other,10-20k,200/200 Mbps,85
Western Cape,Urban,51+,Other,10-20k,500/500 Mbps,18
Western Cape,Urban,51+,Other,10-20k,1000/1000 Mbps,10
Western Cape,Urban,51+,Other,20-40k,10/10 Mbps,7
Western Cape,Urban,51+,Other,20-40k,50/50 Mbps,46
Western Cape,Urban,51+,Other,20-40k,100/100 Mbps,59
Western Cape,Urban,51+,Other,20-40k,200/200 Mbps,66
Western Cape,Urban,51+,Other,20-40k,500/500 Mbps,66
Western Cape,Urban,51+,Other,20-40k,1000/1000 Mbps,78
Western Cape,Urban,51+,Other,40k+,10/10 Mbps,60
Western Cape,Urban,51+,Other,40k+,50/50 Mbps,30
Western Cape,Urban,51+,Other,40k+,100/100 Mbps,76
Western Cape,Urban,51+,Other,40k+,200/200 Mbps,65
Western Cape,Urban,51+,Other,40k+,500/500 Mbps,10
Western Cape,Urban,51+,Other,40k+,1000/1000 Mbps,61
Western Cape,Suburban,18-25,Male,<10k,10/10 Mbps,98
Western Cape,Suburban,18-25,Male,<10k,50/50 Mbps,11
Western Cape,Suburban,18-25,Male,<10k,100/100 Mbps,76
Western Cape,Suburban,18-25,Male,<10k,200/200 Mbps,33
Western Cape,Suburban,18-25,Male,<10k,500/500 Mbps,53
Western Cape,Suburban,18-25,Male,<10k,1000/1000 Mbps,61
Western Cape,Suburban,18-25,Male,10-20k,10/10 Mbps,72
Western Cape,Suburban,18-25,Male,10-20k,50/50 Mbps,74
Western Cape,Suburban,18-25,Male,10-20k,100/100 Mbps,41
Western Cape,Suburban,18-25,Male,10-20k,200/200 Mbps,20
Western Cape,Suburban,18-25,Male,10-20k,500/500 Mbps,51
Western Cape,Suburban,18-25,Male,10-20k,1000/1000 Mbps,23
Western Cape,Suburban,18-25,Male,20-40k,10/10 Mbps,77
Western Cape,Suburban,18-25,Male,20-40k,50/50 Mbps,29
Western Cape,Suburban,18-25,Male,20-40k,100/100 Mbps,41
Western Cape,Suburban,18-25,Male,20-40k,200/200 Mbps,97
Western Cape,Suburban,18-25,Male,20-40k,500/500 Mbps,85
Western Cape,Suburban,18-25,Male,20-40k,1000/1000 Mbps,26
Western Cape,Suburban,18-25,Male,40k+,10/10 Mbps,39
Western Cape,Suburban,18-25,Male,40k+,50/50 Mbps,69
Western Cape,Suburban,18-25,Male,40k+,100/100 Mbps,80
Western Cape,Suburban,18-25,Male,40k+,200/200 Mbps,60
Western Cape,Suburban,18-25,Male,40k+,500/500 Mbps,46
Western Cape,Suburban,18-25,Male,40k+,1000/1000 Mbps,10
Western Cape,Suburban,18-25,Female,<10k,10/10 Mbps,85
Western Cape,Suburban,18-25,Female,<10k,50/50 Mbps,5
Western Cape,Suburban,18-25,Female,<10k,100/100 Mbps,85
Western Cape,Suburban,18-25,Female,<10k,200/200 Mbps,11
Western Cape,Suburban,18-25,Female,<10k,500/500 Mbps,34
Western Cape,Suburban,18-25,Female,<10k,1000/1000 Mbps,77
Western Cape,Suburban,18-25,Female,10-20k,10/10 Mbps,6
Western Cape,Suburban,18-25,Female,10-20k,50/50 Mbps,91
Western Cape,Suburban,18-25,Female,10-20k,100/100 Mbps,67
Western Cape,Suburban,18-25,Female,10-20k,200/200 Mbps,24
Western Cape,Suburban,18-25,Female,10-20k,500/500 Mbps,89
Western Cape,Suburban,18-25,Female,10-20k,1000/1000 Mbps,14
Western Cape,Suburban,18-25,Female,20-40k,10/10 Mbps,46
Western Cape,Suburban,18-25,Female,20-40k,50/50 Mbps,17
Western Cape,Suburban,18-25,Female,20-40k,100/100 Mbps,72
Western Cape,Suburban,18-25,Female,20-40k,200/200 Mbps,59
Western Cape,Suburban,18-25,Female,20-40k,500/500 Mbps,76
Western Cape,Suburban,18-25,Female,20-40k,1000/1000 Mbps,14
Western Cape,Suburban,18-25,Female,40k+,10/10 Mbps,73
Western Cape,Suburban,18-25,Female,40k+,50/50 Mbps,80
Western Cape,Suburban,18-25,Female,40k+,100/100 Mbps,87
Western Cape,Suburban,18-25,Female,40k+,200/200 Mbps,75
Western Cape,Suburban,18-25,Female,40k+,500/500 Mbps,25
Western Cape,Suburban,18-25,Female,40k+,1000/1000 Mbps,39
Western Cape,Suburban,18-25,Other,<10k,10/10 Mbps,48
Western Cape,Suburban,18-25,Other,<10k,50/50 Mbps,89
Western Cape,Suburban,18-25,Other,<10k,100/100 Mbps,24
Western Cape,Suburban,18-25,Other,<10k,200/200 Mbps,28
Western Cape,Suburban,18-25,Other,<10k,500/500 Mbps,87
Western Cape,Suburban,18-25,Other,<10k,1000/1000 Mbps,11
Western Cape,Suburban,18-25,Other,10-20k,10/10 Mbps,50
Western Cape,Suburban,18-25,Other,10-20k,50/50 Mbps,6
Western Cape,Suburban,18-25,Other,10-20k,100/100 Mbps,90
Western Cape,Suburban,18-25,Other,10-20k,200/200 Mbps,47
Western Cape,Suburban,18-25,Other,10-20k,500/500 Mbps,93
Western Cape,Suburban,18-25,Other,10-20k,1000/1000 Mbps,78
Western Cape,Suburban,18-25,Other,20-40k,10/10 Mbps,58
Western Cape,Suburban,18-25,Other,20-40k,50/50 Mbps,33
Western Cape,Suburban,18-25,Other,20-40k,100/100 Mbps,17
Western Cape,Suburban,18-25,Other,20-40k,200/200 Mbps,95
Western Cape,Suburban,18-25,Other,20-40k,500/500 Mbps,81
Western Cape,Suburban,18-25,Other,20-40k,1000/1000 Mbps,77
Western Cape,Suburban,18-25,Other,40k+,10/10 Mbps,86
Western Cape,Suburban,18-25,Other,40k+,50/50 Mbps,5
Western Cape,Suburban,18-25,Other,40k+,100/100 Mbps,11
Western Cape,Suburban,18-25,Other,40k+,200/200 Mbps,19
Western Cape,Suburban,18-25,Other,40k+,500/500 Mbps,70
Western Cape,Suburban,18-25,Other,40k+,1000/1000 Mbps,64
Western Cape,Suburban,26-35,Male,<10k,10/10 Mbps,38
Western Cape,Suburban,26-35,Male,<10k,50/50 Mbps,55
Western Cape,Suburban,26-35,Male,<10k,100/100 Mbps,52
Western Cape,Suburban,26-35,Male,<10k,200/200 Mbps,88
Western Cape,Suburban,26-35,Male,<10k,500/500 Mbps,91
Western Cape,Suburban,26-35,Male,<10k,1000/1000 Mbps,61
Western Cape,Suburban,26-35,Male,10-20k,10/10 Mbps,35
Western Cape,Suburban,26-35,Male,10-20k,50/50 Mbps,50
Western Cape,Suburban,26-35,Male,10-20k,100/100 Mbps,40
Western Cape,Suburban,26-35,Male,10-20k,200/200 Mbps,22
Western Cape,Suburban,26-35,Male,10-20k,500/500 Mbps,5
Western Cape,Suburban,26-35,Male,10-20k,1000/1000 Mbps,90
Western Cape,Suburban,26-35,Male,20-40k,10/10 Mbps,48
Western Cape,Suburban,26-35,Male,20-40k,50/50 Mbps,23
Western Cape,Suburban,26-35,Male,20-40k,100/100 Mbps,31
Western Cape,Suburban,26-35,Male,20-40k,200/200 Mbps,98
Western Cape,Suburban,26-35,Male,20-40k,500/500 Mbps,18
Western Cape,Suburban,26-35,Male,20-40k,1000/1000 Mbps,81
Western Cape,Suburban,26-35,Male,40k+,10/10 Mbps,20
Western Cape,Suburban,26-35,Male,40k+,50/50 Mbps,88
Western Cape,Suburban,26-35,Male,40k+,100/100 Mbps,48
Western Cape,Suburban,26-35,Male,40k+,200/200 Mbps,78
Western Cape,Suburban,26-35,Male,40k+,500/500 Mbps,23
Western Cape,Suburban,26-35,Male,40k+,1000/1000 Mbps,78
Western Cape,Suburban,26-35,Female,<10k,10/10 Mbps,19
Western Cape,Suburban,26-35,Female,<10k,50/50 Mbps,82
Western Cape,Suburban,26-35,Female,<10k,100/100 Mbps,67
Western Cape,Suburban,26-35,Female,<10k,200/200 Mbps,57
Western Cape,Suburban,26-35,Female,<10k,500/500 Mbps,47
Western Cape,Suburban,26-35,Female,<10k,1000/1000 Mbps,31
Western Cape,Suburban,26-35,Female,10-20k,10/10 Mbps,74
Western Cape,Suburban,26-35,Female,10-20k,50/50 Mbps,11
Western Cape,Suburban,26-35,Female,10-20k,100/100 Mbps,12
Western Cape,Suburban,26-35,Female,10-20k,200/200 Mbps,38
Western Cape,Suburban,26-35,Female,10-20k,500/500 Mbps,97
Western Cape,Suburban,26-35,Female,10-20k,1000/1000 Mbps,7
Western Cape,Suburban,26-35,Female,20-40k,10/10 Mbps,53
Western Cape,Suburban,26-35,Female,20-40k,50/50 Mbps,24
Western Cape,Suburban,26-35,Female,20-40k,100/100 Mbps,11
Western Cape,Suburban,26-35,Female,20-40k,200/200 Mbps,29
Western Cape,Suburban,26-35,Female,20-40k,500/500 Mbps,59
Western Cape,Suburban,26-35,Female,20-40k,1000/1000 Mbps,6
Western Cape,Suburban,26-35,Female,40k+,10/10 Mbps,15
Western Cape,Suburban,26-35,Female,40k+,50/50 Mbps,91
Western Cape,Suburban,26-35,Female,40k+,100/100 Mbps,27
Western Cape,Suburban,26-35,Female,40k+,200/200 Mbps,98
Western Cape,Suburban,26-35,Female,40k+,500/500 Mbps,51
Western Cape,Suburban,26-35,Female,40k+,1000/1000 Mbps,70
Western Cape,Suburban,26-35,Other,<10k,10/10 Mbps,69
Western Cape,Suburban,26-35,Other,<10k,50/50 Mbps,51
Western Cape,Suburban,26-35,Other,<10k,100/100 Mbps,72
Western Cape,Suburban,26-35,Other,<10k,200/200 Mbps,27
Western Cape,Suburban,26-35,Other,<10k,500/500 Mbps,97
Western Cape,Suburban,26-35,Other,<10k,1000/1000 Mbps,71
Western Cape,Suburban,26-35,Other,10-20k,10/10 Mbps,53
Western Cape,Suburban,26-35,Other,10-20k,50/50 Mbps,47
Western Cape,Suburban,26-35,Other,10-20k,100/100 Mbps,97
Western Cape,Suburban,26-35,Other,10-20k,200/200 Mbps,18
Western Cape,Suburban,26-35,Other,10-20k,500/500 Mbps,85
Western Cape,Suburban,26-35,Other,10-20k,1000/1000 Mbps,91
Western Cape,Suburban,26-35,Other,20-40k,10/10 Mbps,63
Western Cape,Suburban,26-35,Other,20-40k,50/50 Mbps,17
Western Cape,Suburban,26-35,Other,20-40k,100/100 Mbps,88
Western Cape,Suburban,26-35,Other,20-40k,200/200 Mbps,18
Western Cape,Suburban,26-35,Other,20-40k,500/500 Mbps,9
Western Cape,Suburban,26-35,Other,20-40k,1000/1000 Mbps,56
Western Cape,Suburban,26-35,Other,40k+,10/10 Mbps,17
Western Cape,Suburban,26-35,Other,40k+,50/50 Mbps,8
Western Cape,Suburban,26-35,Other,40k+,100/100 Mbps,6
Western Cape,Suburban,26-35,Other,40k+,200/200 Mbps,9
Western Cape,Suburban,26-35,Other,40k+,500/500 Mbps,67
Western Cape,Suburban,26-35,Other,40k+,1000/1000 Mbps,69
Western Cape,Suburban,36-50,Male,<10k,10/10 Mbps,88
Western Cape,Suburban,36-50,Male,<10k,50/50 Mbps,75
Western Cape,Suburban,36-50,Male,<10k,100/100 Mbps,27
Western Cape,Suburban,36-50,Male,<10k,200/200 Mbps,36
Western Cape,Suburban,36-50,Male,<10k,500/500 Mbps,86
Western Cape,Suburban,36-50,Male,<10k,1000/1000 Mbps,20
Western Cape,Suburban,36-50,Male,10-20k,10/10 Mbps,57
Western Cape,Suburban,36-50,Male,10-20k,50/50 Mbps,10
Western Cape,Suburban,36-50,Male,10-20k,100/100 Mbps,71
Western Cape,Suburban,36-50,Male,10-20k,200/200 Mbps,36
Western Cape,Suburban,36-50,Male,10-20k,500/500 Mbps,11
Western Cape,Suburban,36-50,Male,10-20k,1000/1000 Mbps,6
Western Cape,Suburban,36-50,Male,20-40k,10/10 Mbps,30
Western Cape,Suburban,36-50,Male,20-40k,50/50 Mbps,47
Western Cape,Suburban,36-50,Male,20-40k,100/100 Mbps,43
Western Cape,Suburban,36-50,Male,20-40k,200/200 Mbps,23
Western Cape,Suburban,36-50,Male,20-40k,500/500 Mbps,17
Western Cape,Suburban,36-50,Male,20-40k,1000/1000 Mbps,96
Western Cape,Suburban,36-50,Male,40k+,10/10 Mbps,30
Western Cape,Suburban,36-50,Male,40k+,50/50 Mbps,10
Western Cape,Suburban,36-50,Male,40k+,100/100 Mbps,69
Western Cape,Suburban,36-50,Male,40k+,200/200 Mbps,70
Western Cape,Suburban,36-50,Male,40k+,500/500 Mbps,51
Western Cape,Suburban,36-50,Male,40k+,1000/1000 Mbps,36
Western Cape,Suburban,36-50,Female,<10k,10/10 Mbps,15
Western Cape,Suburban,36-50,Female,<10k,50/50 Mbps,72
Western Cape,Suburban,36-50,Female,<10k,100/100 Mbps,95
Western Cape,Suburban,36-50,Female,<10k,200/200 Mbps,11
Western Cape,Suburban,36-50,Female,<10k,500/500 Mbps,71
Western Cape,Suburban,36-50,Female,<10k,1000/1000 Mbps,79
Western Cape,Suburban,36-50,Female,10-20k,10/10 Mbps,44
Western Cape,Suburban,36-50,Female,10-20k,50/50 Mbps,21
Western Cape,Suburban,36-50,Female,10-20k,100/100 Mbps,34
Western Cape,Suburban,36-50,Female,10-20k,200/200 Mbps,78
Western Cape,Suburban,36-50,Female,10-20k,500/500 Mbps,44
Western Cape,Suburban,36-50,Female,10-20k,1000/1000 Mbps,46
Western Cape,Suburban,36-50,Female,20-40k,10/10 Mbps,87
Western Cape,Suburban,36-50,Female,20-40k,50/50 Mbps,84
Western Cape,Suburban,36-50,Female,20-40k,100/100 Mbps,38
Western Cape,Suburban,36-50,Female,20-40k,200/200 Mbps,44
Western Cape,Suburban,36-50,Female,20-40k,500/500 Mbps,18
Western Cape,Suburban,36-50,Female,20-40k,1000/1000 Mbps,13
Western Cape,Suburban,36-50,Female,40k+,10/10 Mbps,94
Western Cape,Suburban,36-50,Female,40k+,50/50 Mbps,74
Western Cape,Suburban,36-50,Female,40k+,100/100 Mbps,17
Western Cape,Suburban,36-50,Female,40k+,200/200 Mbps,70
Western Cape,Suburban,36-50,Female,40k+,500/500 Mbps,17
Western Cape,Suburban,36-50,Female,40k+,1000/1000 Mbps,61
Western Cape,Suburban,36-50,Other,<10k,10/10 Mbps,77
Western Cape,Suburban,36-50,Other,<10k,50/50 Mbps,9
Western Cape,Suburban,36-50,Other,<10k,100/100 Mbps,33
Western Cape,Suburban,36-50,Other,<10k,200/200 Mbps,74
Western Cape,Suburban,36-50,Other,<10k,500/500 Mbps,96
Western Cape,Suburban,36-50,Other,<10k,1000/1000 Mbps,37
