Month,Province,Campaign,Lead Source,Package,Leads Generated,Conversion Rate,Leads Converted
2025-01-31,Eastern Cape,Referral,Word of Mouth,100/100 Mbps,239,0.09,21
2025-01-31,Eastern Cape,Referral,Word of Mouth,200/200 Mbps,257,0.1,25
2025-01-31,Eastern Cape,Referral,Word of Mouth,500/500 Mbps,250,0.15,37
2025-01-31,Eastern Cape,Referral,Word of Mouth,1000/1000 Mbps,31,0.16,4
2025-01-31,Eastern Cape,Referral,Local Radio,10/10 Mbps,264,0.11,29
2025-01-31,Eastern Cape,Referral,Local Radio,50/50 Mbps,280,0.16,44
2025-01-31,Eastern Cape,Referral,Local Radio,100/100 Mbps,103,0.14,14
2025-01-31,Eastern Cape,Referral,Local Radio,200/200 Mbps,231,0.1,23
2025-01-31,Eastern Cape,Referral,Local Radio,500/500 Mbps,59,0.19,11
2025-01-31,Eastern Cape,Referral,Local Radio,1000/1000 Mbps,79,0.15,11
2025-01-31,Eastern Cape,Outdoor,Facebook,10/10 Mbps,38,0.09,3
2025-01-31,Eastern Cape,Outdoor,Facebook,50/50 Mbps,52,0.13,6
2025-01-31,Eastern Cape,Outdoor,Facebook,100/100 Mbps,152,0.18,27
2025-01-31,Eastern Cape,Outdoor,Facebook,200/200 Mbps,145,0.07,10
2025-01-31,Eastern Cape,Outdoor,Facebook,500/500 Mbps,171,0.06,10
2025-01-31,Eastern Cape,Outdoor,Facebook,1000/1000 Mbps,91,0.11,10
2025-01-31,Eastern Cape,Outdoor,Google,10/10 Mbps,290,0.07,20
2025-01-31,Eastern Cape,Outdoor,Google,50/50 Mbps,135,0.06,8
2025-01-31,Eastern Cape,Outdoor,Google,100/100 Mbps,232,0.12,27
2025-01-31,Eastern Cape,Outdoor,Google,200/200 Mbps,43,0.11,4
2025-01-31,Eastern Cape,Outdoor,Google,500/500 Mbps,153,0.08,12
2025-01-31,Eastern Cape,Outdoor,Google,1000/1000 Mbps,252,0.19,47
2025-01-31,Eastern Cape,Outdoor,Word of Mouth,10/10 Mbps,166,0.09,14
2025-01-31,Eastern Cape,Outdoor,Word of Mouth,50/50 Mbps,56,0.18,10
2025-01-31,Eastern Cape,Outdoor,Word of Mouth,100/100 Mbps,291,0.1,29
2025-01-31,Eastern Cape,Outdoor,Word of Mouth,200/200 Mbps,106,0.07,7
2025-01-31,Eastern Cape,Outdoor,Word of Mouth,500/500 Mbps,117,0.18,21
2025-01-31,Eastern Cape,Outdoor,Word of Mouth,1000/1000 Mbps,100,0.1,10
2025-01-31,Eastern Cape,Outdoor,Local Radio,10/10 Mbps,92,0.16,14
2025-01-31,Eastern Cape,Outdoor,Local Radio,50/50 Mbps,195,0.08,15
2025-01-31,Eastern Cape,Outdoor,Local Radio,100/100 Mbps,84,0.16,13
2025-01-31,Eastern Cape,Outdoor,Local Radio,200/200 Mbps,213,0.2,42
2025-01-31,Eastern Cape,Outdoor,Local Radio,500/500 Mbps,279,0.12,33
2025-01-31,Eastern Cape,Outdoor,Local Radio,1000/1000 Mbps,291,0.08,23
2025-01-31,Eastern Cape,Events,Facebook,10/10 Mbps,39,0.2,7
2025-01-31,Eastern Cape,Events,Facebook,50/50 Mbps,267,0.15,40
2025-01-31,Eastern Cape,Events,Facebook,100/100 Mbps,51,0.11,5
2025-01-31,Eastern Cape,Events,Facebook,200/200 Mbps,146,0.17,24
2025-01-31,Eastern Cape,Events,Facebook,500/500 Mbps,60,0.2,12
2025-01-31,Eastern Cape,Events,Facebook,1000/1000 Mbps,51,0.16,8
2025-01-31,Eastern Cape,Events,Google,10/10 Mbps,231,0.1,23
2025-01-31,Eastern Cape,Events,Google,50/50 Mbps,25,0.17,4
2025-01-31,Eastern Cape,Events,Google,100/100 Mbps,126,0.08,10
2025-01-31,Eastern Cape,Events,Google,200/200 Mbps,141,0.14,19
2025-01-31,Eastern Cape,Events,Google,500/500 Mbps,249,0.14,34
2025-01-31,Eastern Cape,Events,Google,1000/1000 Mbps,297,0.06,17
2025-01-31,Eastern Cape,Events,Word of Mouth,10/10 Mbps,28,0.1,2
2025-01-31,Eastern Cape,Events,Word of Mouth,50/50 Mbps,196,0.17,33
2025-01-31,Eastern Cape,Events,Word of Mouth,100/100 Mbps,202,0.1,20
2025-01-31,Eastern Cape,Events,Word of Mouth,200/200 Mbps,294,0.1,29
2025-01-31,Eastern Cape,Events,Word of Mouth,500/500 Mbps,47,0.1,4
2025-01-31,Eastern Cape,Events,Word of Mouth,1000/1000 Mbps,234,0.08,18
2025-01-31,Eastern Cape,Events,Local Radio,10/10 Mbps,238,0.08,19
2025-01-31,Eastern Cape,Events,Local Radio,50/50 Mbps,235,0.09,21
2025-01-31,Eastern Cape,Events,Local Radio,100/100 Mbps,123,0.13,15
2025-01-31,Eastern Cape,Events,Local Radio,200/200 Mbps,135,0.11,14
2025-01-31,Eastern Cape,Events,Local Radio,500/500 Mbps,71,0.19,13
2025-01-31,Eastern Cape,Events,Local Radio,1000/1000 Mbps,114,0.09,10
2025-02-28,Gauteng,Digital Ads,Facebook,10/10 Mbps,63,0.12,7
2025-02-28,Gauteng,Digital Ads,Facebook,50/50 Mbps,281,0.09,25
2025-02-28,Gauteng,Digital Ads,Facebook,100/100 Mbps,161,0.18,28
2025-02-28,Gauteng,Digital Ads,Facebook,200/200 Mbps,67,0.18,12
2025-02-28,Gauteng,Digital Ads,Facebook,500/500 Mbps,244,0.06,14
2025-02-28,Gauteng,Digital Ads,Facebook,1000/1000 Mbps,90,0.15,13
2025-02-28,Gauteng,Digital Ads,Google,10/10 Mbps,158,0.06,9
2025-02-28,Gauteng,Digital Ads,Google,50/50 Mbps,67,0.11,7
2025-02-28,Gauteng,Digital Ads,Google,100/100 Mbps,26,0.11,2
2025-02-28,Gauteng,Digital Ads,Google,200/200 Mbps,247,0.15,37
2025-02-28,Gauteng,Digital Ads,Google,500/500 Mbps,68,0.07,4
2025-02-28,Gauteng,Digital Ads,Google,1000/1000 Mbps,115,0.12,13
2025-02-28,Gauteng,Digital Ads,Word of Mouth,10/10 Mbps,29,0.12,3
2025-02-28,Gauteng,Digital Ads,Word of Mouth,50/50 Mbps,83,0.07,5
2025-02-28,Gauteng,Digital Ads,Word of Mouth,100/100 Mbps,180,0.09,16
2025-02-28,Gauteng,Digital Ads,Word of Mouth,200/200 Mbps,120,0.06,7
2025-02-28,Gauteng,Digital Ads,Word of Mouth,500/500 Mbps,272,0.19,51
2025-02-28,Gauteng,Digital Ads,Word of Mouth,1000/1000 Mbps,33,0.1,3
2025-02-28,Gauteng,Digital Ads,Local Radio,10/10 Mbps,205,0.18,36
2025-02-28,Gauteng,Digital Ads,Local Radio,50/50 Mbps,80,0.19,15
2025-02-28,Gauteng,Digital Ads,Local Radio,100/100 Mbps,170,0.13,22
2025-02-28,Gauteng,Digital Ads,Local Radio,200/200 Mbps,83,0.17,14
2025-02-28,Gauteng,Digital Ads,Local Radio,500/500 Mbps,153,0.09,13
2025-02-28,Gauteng,Digital Ads,Local Radio,1000/1000 Mbps,177,0.11,19
2025-02-28,Gauteng,Referral,Facebook,10/10 Mbps,204,0.13,26
2025-02-28,Gauteng,Referral,Facebook,50/50 Mbps,277,0.13,36
2025-02-28,Gauteng,Referral,Facebook,100/100 Mbps,197,0.19,37
2025-02-28,Gauteng,Referral,Facebook,200/200 Mbps,67,0.2,13
2025-02-28,Gauteng,Referral,Facebook,500/500 Mbps,249,0.05,12
2025-02-28,Gauteng,Referral,Facebook,1000/1000 Mbps,274,0.14,38
2025-02-28,Gauteng,Referral,Google,10/10 Mbps,176,0.05,8
2025-02-28,Gauteng,Referral,Google,50/50 Mbps,119,0.17,20
2025-02-28,Gauteng,Referral,Google,100/100 Mbps,91,0.08,7
2025-02-28,Gauteng,Referral,Google,200/200 Mbps,156,0.14,21
2025-02-28,Gauteng,Referral,Google,500/500 Mbps,171,0.18,30
2025-02-28,Gauteng,Referral,Google,1000/1000 Mbps,239,0.15,35
2025-02-28,Gauteng,Referral,Word of Mouth,10/10 Mbps,251,0.14,35
2025-02-28,Gauteng,Referral,Word of Mouth,50/50 Mbps,63,0.15,9
2025-02-28,Gauteng,Referral,Word of Mouth,100/100 Mbps,167,0.05,8
2025-02-28,Gauteng,Referral,Word of Mouth,200/200 Mbps,123,0.06,7
2025-02-28,Gauteng,Referral,Word of Mouth,500/500 Mbps,193,0.07,13
2025-02-28,Gauteng,Referral,Word of Mouth,1000/1000 Mbps,249,0.09,22
2025-02-28,Gauteng,Referral,Local Radio,10/10 Mbps,288,0.12,34
2025-02-28,Gauteng,Referral,Local Radio,50/50 Mbps,33,0.14,4
2025-02-28,Gauteng,Referral,Local Radio,100/100 Mbps,190,0.12,22
2025-02-28,Gauteng,Referral,Local Radio,200/200 Mbps,186,0.19,35
2025-02-28,Gauteng,Referral,Local Radio,500/500 Mbps,108,0.06,6
2025-02-28,Gauteng,Referral,Local Radio,1000/1000 Mbps,190,0.15,28
2025-02-28,Gauteng,Outdoor,Facebook,10/10 Mbps,276,0.05,13
2025-02-28,Gauteng,Outdoor,Facebook,50/50 Mbps,181,0.12,21
2025-02-28,Gauteng,Outdoor,Facebook,100/100 Mbps,125,0.08,10
2025-02-28,Gauteng,Outdoor,Facebook,200/200 Mbps,100,0.15,15
2025-02-28,Gauteng,Outdoor,Facebook,500/500 Mbps,170,0.18,30
2025-02-28,Gauteng,Outdoor,Facebook,1000/1000 Mbps,84,0.09,7
2025-02-28,Gauteng,Outdoor,Google,10/10 Mbps,119,0.12,14
2025-02-28,Gauteng,Outdoor,Google,50/50 Mbps,286,0.19,54
2025-02-28,Gauteng,Outdoor,Google,100/100 Mbps,76,0.07,5
2025-02-28,Gauteng,Outdoor,Google,200/200 Mbps,211,0.13,27
2025-02-28,Gauteng,Outdoor,Google,500/500 Mbps,117,0.18,21
2025-02-28,Gauteng,Outdoor,Google,1000/1000 Mbps,164,0.08,13
2025-02-28,Gauteng,Outdoor,Word of Mouth,10/10 Mbps,72,0.15,10
2025-02-28,Gauteng,Outdoor,Word of Mouth,50/50 Mbps,269,0.18,48
2025-02-28,Gauteng,Outdoor,Word of Mouth,100/100 Mbps,63,0.14,8
2025-02-28,Gauteng,Outdoor,Word of Mouth,200/200 Mbps,159,0.06,9
2025-02-28,Gauteng,Outdoor,Word of Mouth,500/500 Mbps,256,0.1,25
2025-02-28,Gauteng,Outdoor,Word of Mouth,1000/1000 Mbps,211,0.1,21
2025-02-28,Gauteng,Outdoor,Local Radio,10/10 Mbps,33,0.08,2
2025-02-28,Gauteng,Outdoor,Local Radio,50/50 Mbps,143,0.2,28
2025-02-28,Gauteng,Outdoor,Local Radio,100/100 Mbps,298,0.11,32
2025-02-28,Gauteng,Outdoor,Local Radio,200/200 Mbps,195,0.12,23
2025-02-28,Gauteng,Outdoor,Local Radio,500/500 Mbps,65,0.09,5
2025-02-28,Gauteng,Outdoor,Local Radio,1000/1000 Mbps,61,0.16,9
2025-02-28,Gauteng,Events,Facebook,10/10 Mbps,115,0.17,19
2025-02-28,Gauteng,Events,Facebook,50/50 Mbps,284,0.17,48
2025-02-28,Gauteng,Events,Facebook,100/100 Mbps,48,0.07,3
2025-02-28,Gauteng,Events,Facebook,200/200 Mbps,126,0.18,22
2025-02-28,Gauteng,Events,Facebook,500/500 Mbps,247,0.13,32
2025-02-28,Gauteng,Events,Facebook,1000/1000 Mbps,147,0.07,10
2025-02-28,Gauteng,Events,Google,10/10 Mbps,244,0.13,31
2025-02-28,Gauteng,Events,Google,50/50 Mbps,35,0.12,4
2025-02-28,Gauteng,Events,Google,100/100 Mbps,163,0.2,32
2025-02-28,Gauteng,Events,Google,200/200 Mbps,209,0.07,14
2025-02-28,Gauteng,Events,Google,500/500 Mbps,295,0.14,41
2025-02-28,Gauteng,Events,Google,1000/1000 Mbps,293,0.14,41
2025-02-28,Gauteng,Events,Word of Mouth,10/10 Mbps,262,0.1,26
2025-02-28,Gauteng,Events,Word of Mouth,50/50 Mbps,235,0.17,39
2025-02-28,Gauteng,Events,Word of Mouth,100/100 Mbps,225,0.17,38
2025-02-28,Gauteng,Events,Word of Mouth,200/200 Mbps,150,0.18,27
2025-02-28,Gauteng,Events,Word of Mouth,500/500 Mbps,20,0.2,4
2025-02-28,Gauteng,Events,Word of Mouth,1000/1000 Mbps,203,0.06,12
2025-02-28,Gauteng,Events,Local Radio,10/10 Mbps,283,0.12,33
2025-02-28,Gauteng,Events,Local Radio,50/50 Mbps,96,0.06,5
2025-02-28,Gauteng,Events,Local Radio,100/100 Mbps,214,0.06,12
2025-02-28,Gauteng,Events,Local Radio,200/200 Mbps,76,0.07,5
2025-02-28,Gauteng,Events,Local Radio,500/500 Mbps,236,0.13,30
2025-02-28,Gauteng,Events,Local Radio,1000/1000 Mbps,225,0.11,24
2025-02-28,Western Cape,Digital Ads,Facebook,10/10 Mbps,178,0.08,14
2025-02-28,Western Cape,Digital Ads,Facebook,50/50 Mbps,188,0.07,13
2025-02-28,Western Cape,Digital Ads,Facebook,100/100 Mbps,126,0.07,8
2025-02-28,Western Cape,Digital Ads,Facebook,200/200 Mbps,172,0.06,10
2025-02-28,Western Cape,Digital Ads,Facebook,500/500 Mbps,149,0.07,10
2025-02-28,Western Cape,Digital Ads,Facebook,1000/1000 Mbps,171,0.13,22
2025-02-28,Western Cape,Digital Ads,Google,10/10 Mbps,78,0.14,10
2025-02-28,Western Cape,Digital Ads,Google,50/50 Mbps,30,0.14,4
2025-02-28,Western Cape,Digital Ads,Google,100/100 Mbps,63,0.06,3
2025-02-28,Western Cape,Digital Ads,Google,200/200 Mbps,108,0.15,16
2025-02-28,Western Cape,Digital Ads,Google,500/500 Mbps,88,0.14,12
2025-02-28,Western Cape,Digital Ads,Google,1000/1000 Mbps,197,0.18,35
2025-02-28,Western Cape,Digital Ads,Word of Mouth,10/10 Mbps,278,0.12,33
2025-02-28,Western Cape,Digital Ads,Word of Mouth,50/50 Mbps,243,0.18,43
2025-02-28,Western Cape,Digital Ads,Word of Mouth,100/100 Mbps,95,0.17,16
2025-02-28,Western Cape,Digital Ads,Word of Mouth,200/200 Mbps,192,0.18,34
2025-02-28,Western Cape,Digital Ads,Word of Mouth,500/500 Mbps,88,0.2,17
2025-02-28,Western Cape,Digital Ads,Word of Mouth,1000/1000 Mbps,160,0.06,9
2025-02-28,Western Cape,Digital Ads,Local Radio,10/10 Mbps,71,0.2,14
2025-02-28,Western Cape,Digital Ads,Local Radio,50/50 Mbps,212,0.14,29
2025-02-28,Western Cape,Digital Ads,Local Radio,100/100 Mbps,233,0.07,16
2025-02-28,Western Cape,Digital Ads,Local Radio,200/200 Mbps,297,0.11,32
2025-02-28,Western Cape,Digital Ads,Local Radio,500/500 Mbps,189,0.1,18
2025-02-28,Western Cape,Digital Ads,Local Radio,1000/1000 Mbps,262,0.07,18
2025-02-28,Western Cape,Referral,Facebook,10/10 Mbps,84,0.09,7
2025-02-28,Western Cape,Referral,Facebook,50/50 Mbps,120,0.08,9
2025-02-28,Western Cape,Referral,Facebook,100/100 Mbps,44,0.18,7
2025-02-28,Western Cape,Referral,Facebook,200/200 Mbps,133,0.12,15
2025-02-28,Western Cape,Referral,Facebook,500/500 Mbps,158,0.16,25
2025-02-28,Western Cape,Referral,Facebook,1000/1000 Mbps,222,0.18,39
2025-02-28,Western Cape,Referral,Google,10/10 Mbps,20,0.08,1
2025-02-28,Western Cape,Referral,Google,50/50 Mbps,234,0.14,32
2025-02-28,Western Cape,Referral,Google,100/100 Mbps,270,0.19,51
2025-02-28,Western Cape,Referral,Google,200/200 Mbps,295,0.12,35
2025-02-28,Western Cape,Referral,Google,500/500 Mbps,162,0.17,27
2025-02-28,Western Cape,Referral,Google,1000/1000 Mbps,29,0.05,1
2025-02-28,Western Cape,Referral,Word of Mouth,10/10 Mbps,299,0.18,53
2025-02-28,Western Cape,Referral,Word of Mouth,50/50 Mbps,202,0.15,30
2025-02-28,Western Cape,Referral,Word of Mouth,100/100 Mbps,68,0.13,8
2025-02-28,Western Cape,Referral,Word of Mouth,200/200 Mbps,169,0.19,32
2025-02-28,Western Cape,Referral,Word of Mouth,500/500 Mbps,255,0.09,22
2025-02-28,Western Cape,Referral,Word of Mouth,1000/1000 Mbps,223,0.19,42
2025-02-28,Western Cape,Referral,Local Radio,10/10 Mbps,256,0.06,15
2025-02-28,Western Cape,Referral,Local Radio,50/50 Mbps,50,0.16,8
2025-02-28,Western Cape,Referral,Local Radio,100/100 Mbps,201,0.08,16
2025-02-28,Western Cape,Referral,Local Radio,200/200 Mbps,137,0.18,24
2025-02-28,Western Cape,Referral,Local Radio,500/500 Mbps,295,0.18,53
2025-02-28,Western Cape,Referral,Local Radio,1000/1000 Mbps,140,0.14,19
2025-02-28,Western Cape,Outdoor,Facebook,10/10 Mbps,189,0.06,11
2025-02-28,Western Cape,Outdoor,Facebook,50/50 Mbps,228,0.07,15
2025-02-28,Western Cape,Outdoor,Facebook,100/100 Mbps,129,0.17,21
2025-02-28,Western Cape,Outdoor,Facebook,200/200 Mbps,230,0.18,41
2025-02-28,Western Cape,Outdoor,Facebook,500/500 Mbps,132,0.06,7
2025-02-28,Western Cape,Outdoor,Facebook,1000/1000 Mbps,274,0.15,41
2025-02-28,Western Cape,Outdoor,Google,10/10 Mbps,295,0.2,59
2025-02-28,Western Cape,Outdoor,Google,50/50 Mbps,239,0.12,28
2025-02-28,Western Cape,Outdoor,Google,100/100 Mbps,230,0.07,16
2025-02-28,Western Cape,Outdoor,Google,200/200 Mbps,280,0.19,53
2025-02-28,Western Cape,Outdoor,Google,500/500 Mbps,50,0.13,6
2025-02-28,Western Cape,Outdoor,Google,1000/1000 Mbps,74,0.17,12
2025-02-28,Western Cape,Outdoor,Word of Mouth,10/10 Mbps,45,0.11,4
2025-02-28,Western Cape,Outdoor,Word of Mouth,50/50 Mbps,47,0.11,5
2025-02-28,Western Cape,Outdoor,Word of Mouth,100/100 Mbps,90,0.09,8
2025-02-28,Western Cape,Outdoor,Word of Mouth,200/200 Mbps,169,0.1,16
2025-02-28,Western Cape,Outdoor,Word of Mouth,500/500 Mbps,138,0.14,19
2025-02-28,Western Cape,Outdoor,Word of Mouth,1000/1000 Mbps,85,0.08,6
2025-02-28,Western Cape,Outdoor,Local Radio,10/10 Mbps,153,0.18,27
2025-02-28,Western Cape,Outdoor,Local Radio,50/50 Mbps,206,0.1,20
2025-02-28,Western Cape,Outdoor,Local Radio,100/100 Mbps,66,0.11,7
2025-02-28,Western Cape,Outdoor,Local Radio,200/200 Mbps,295,0.17,50
2025-02-28,Western Cape,Outdoor,Local Radio,500/500 Mbps,55,0.15,8
2025-02-28,Western Cape,Outdoor,Local Radio,1000/1000 Mbps,113,0.18,20
2025-02-28,Western Cape,Events,Facebook,10/10 Mbps,43,0.14,6
2025-02-28,Western Cape,Events,Facebook,50/50 Mbps,60,0.16,9
2025-02-28,Western Cape,Events,Facebook,100/100 Mbps,137,0.12,16
2025-02-28,Western Cape,Events,Facebook,200/200 Mbps,285,0.19,54
2025-02-28,Western Cape,Events,Facebook,500/500 Mbps,45,0.19,8
2025-02-28,Western Cape,Events,Facebook,1000/1000 Mbps,68,0.12,8
2025-02-28,Western Cape,Events,Google,10/10 Mbps,282,0.18,50
2025-02-28,Western Cape,Events,Google,50/50 Mbps,169,0.13,21
2025-02-28,Western Cape,Events,Google,100/100 Mbps,198,0.14,27
2025-02-28,Western Cape,Events,Google,200/200 Mbps,116,0.05,5
2025-02-28,Western Cape,Events,Google,500/500 Mbps,178,0.18,32
2025-02-28,Western Cape,Events,Google,1000/1000 Mbps,155,0.06,9
2025-02-28,Western Cape,Events,Word of Mouth,10/10 Mbps,208,0.1,20
2025-02-28,Western Cape,Events,Word of Mouth,50/50 Mbps,265,0.1,26
2025-02-28,Western Cape,Events,Word of Mouth,100/100 Mbps,177,0.19,33
2025-02-28,Western Cape,Events,Word of Mouth,200/200 Mbps,204,0.12,24
2025-02-28,Western Cape,Events,Word of Mouth,500/500 Mbps,199,0.16,31
2025-02-28,Western Cape,Events,Word of Mouth,1000/1000 Mbps,50,0.09,4
2025-02-28,Western Cape,Events,Local Radio,10/10 Mbps,80,0.2,16
2025-02-28,Western Cape,Events,Local Radio,50/50 Mbps,253,0.15,37
2025-02-28,Western Cape,Events,Local Radio,100/100 Mbps,89,0.11,9
2025-02-28,Western Cape,Events,Local Radio,200/200 Mbps,112,0.13,14
2025-02-28,Western Cape,Events,Local Radio,500/500 Mbps,272,0.2,54
2025-02-28,Western Cape,Events,Local Radio,1000/1000 Mbps,278,0.12,33
2025-02-28,KwaZulu-Natal,Digital Ads,Facebook,10/10 Mbps,166,0.09,14
2025-02-28,KwaZulu-Natal,Digital Ads,Facebook,50/50 Mbps,33,0.17,5
2025-02-28,KwaZulu-Natal,Digital Ads,Facebook,100/100 Mbps,284,0.13,36
2025-02-28,KwaZulu-Natal,Digital Ads,Facebook,200/200 Mbps,241,0.18,43
2025-02-28,KwaZulu-Natal,Digital Ads,Facebook,500/500 Mbps,62,0.12,7
2025-02-28,KwaZulu-Natal,Digital Ads,Facebook,1000/1000 Mbps,182,0.16,29
2025-02-28,KwaZulu-Natal,Digital Ads,Google,10/10 Mbps,176,0.16,28
2025-02-28,KwaZulu-Natal,Digital Ads,Google,50/50 Mbps,109,0.14,15
2025-02-28,KwaZulu-Natal,Digital Ads,Google,100/100 Mbps,34,0.19,6
2025-02-28,KwaZulu-Natal,Digital Ads,Google,200/200 Mbps,243,0.1,24
2025-02-28,KwaZulu-Natal,Digital Ads,Google,500/500 Mbps,60,0.15,9
2025-02-28,KwaZulu-Natal,Digital Ads,Google,1000/1000 Mbps,277,0.2,55
2025-02-28,KwaZulu-Natal,Digital Ads,Word of Mouth,10/10 Mbps,52,0.15,7
2025-02-28,KwaZulu-Natal,Digital Ads,Word of Mouth,50/50 Mbps,56,0.17,9
2025-02-28,KwaZulu-Natal,Digital Ads,Word of Mouth,100/100 Mbps,206,0.13,26
2025-02-28,KwaZulu-Natal,Digital Ads,Word of Mouth,200/200 Mbps,155,0.06,9
2025-02-28,KwaZulu-Natal,Digital Ads,Word of Mouth,500/500 Mbps,278,0.1,27
2025-02-28,KwaZulu-Natal,Digital Ads,Word of Mouth,1000/1000 Mbps,104,0.05,5
2025-02-28,KwaZulu-Natal,Digital Ads,Local Radio,10/10 Mbps,153,0.15,22
2025-02-28,KwaZulu-Natal,Digital Ads,Local Radio,50/50 Mbps,101,0.19,19
2025-02-28,KwaZulu-Natal,Digital Ads,Local Radio,100/100 Mbps,264,0.11,29
2025-02-28,KwaZulu-Natal,Digital Ads,Local Radio,200/200 Mbps,78,0.06,4
2025-02-28,KwaZulu-Natal,Digital Ads,Local Radio,500/500 Mbps,217,0.07,15
2025-02-28,KwaZulu-Natal,Digital Ads,Local Radio,1000/1000 Mbps,33,0.19,6
2025-02-28,KwaZulu-Natal,Referral,Facebook,10/10 Mbps,131,0.06,7
2025-02-28,KwaZulu-Natal,Referral,Facebook,50/50 Mbps,207,0.13,26
2025-02-28,KwaZulu-Natal,Referral,Facebook,100/100 Mbps,87,0.05,4
2025-02-28,KwaZulu-Natal,Referral,Facebook,200/200 Mbps,168,0.07,11
2025-02-28,KwaZulu-Natal,Referral,Facebook,500/500 Mbps,160,0.15,24
2025-02-28,KwaZulu-Natal,Referral,Facebook,1000/1000 Mbps,25,0.18,4
2025-02-28,KwaZulu-Natal,Referral,Google,10/10 Mbps,61,0.08,4
2025-02-28,KwaZulu-Natal,Referral,Google,50/50 Mbps,137,0.2,27
2025-02-28,KwaZulu-Natal,Referral,Google,100/100 Mbps,114,0.1,11
2025-02-28,KwaZulu-Natal,Referral,Google,200/200 Mbps,39,0.1,3
2025-02-28,KwaZulu-Natal,Referral,Google,500/500 Mbps,63,0.18,11
2025-02-28,KwaZulu-Natal,Referral,Google,1000/1000 Mbps,266,0.16,42
2025-02-28,KwaZulu-Natal,Referral,Word of Mouth,10/10 Mbps,210,0.09,18
2025-02-28,KwaZulu-Natal,Referral,Word of Mouth,50/50 Mbps,141,0.06,8
2025-02-28,KwaZulu-Natal,Referral,Word of Mouth,100/100 Mbps,148,0.19,28
2025-02-28,KwaZulu-Natal,Referral,Word of Mouth,200/200 Mbps,216,0.05,10
2025-02-28,KwaZulu-Natal,Referral,Word of Mouth,500/500 Mbps,132,0.2,26
2025-02-28,KwaZulu-Natal,Referral,Word of Mouth,1000/1000 Mbps,125,0.18,22
2025-02-28,KwaZulu-Natal,Referral,Local Radio,10/10 Mbps,42,0.05,2
2025-02-28,KwaZulu-Natal,Referral,Local Radio,50/50 Mbps,100,0.06,6
2025-02-28,KwaZulu-Natal,Referral,Local Radio,100/100 Mbps,197,0.16,31
2025-02-28,KwaZulu-Natal,Referral,Local Radio,200/200 Mbps,71,0.15,10
2025-02-28,KwaZulu-Natal,Referral,Local Radio,500/500 Mbps,156,0.11,17
2025-02-28,KwaZulu-Natal,Referral,Local Radio,1000/1000 Mbps,248,0.2,49
2025-02-28,KwaZulu-Natal,Outdoor,Facebook,10/10 Mbps,178,0.12,21
2025-02-28,KwaZulu-Natal,Outdoor,Facebook,50/50 Mbps,277,0.07,19
2025-02-28,KwaZulu-Natal,Outdoor,Facebook,100/100 Mbps,192,0.07,13
2025-02-28,KwaZulu-Natal,Outdoor,Facebook,200/200 Mbps,273,0.15,40
2025-02-28,KwaZulu-Natal,Outdoor,Facebook,500/500 Mbps,78,0.14,10
2025-02-28,KwaZulu-Natal,Outdoor,Facebook,1000/1000 Mbps,292,0.17,49
2025-02-28,KwaZulu-Natal,Outdoor,Google,10/10 Mbps,159,0.1,15
2025-02-28,KwaZulu-Natal,Outdoor,Google,50/50 Mbps,90,0.1,9
2025-02-28,KwaZulu-Natal,Outdoor,Google,100/100 Mbps,67,0.1,6
2025-02-28,KwaZulu-Natal,Outdoor,Google,200/200 Mbps,268,0.19,50
2025-02-28,KwaZulu-Natal,Outdoor,Google,500/500 Mbps,53,0.08,4
2025-02-28,KwaZulu-Natal,Outdoor,Google,1000/1000 Mbps,227,0.19,43
2025-02-28,KwaZulu-Natal,Outdoor,Word of Mouth,10/10 Mbps,265,0.19,50
2025-02-28,KwaZulu-Natal,Outdoor,Word of Mouth,50/50 Mbps,157,0.13,20
2025-02-28,KwaZulu-Natal,Outdoor,Word of Mouth,100/100 Mbps,244,0.18,43
2025-02-28,KwaZulu-Natal,Outdoor,Word of Mouth,200/200 Mbps,282,0.16,45
2025-02-28,KwaZulu-Natal,Outdoor,Word of Mouth,500/500 Mbps,266,0.12,31
2025-02-28,KwaZulu-Natal,Outdoor,Word of Mouth,1000/1000 Mbps,39,0.08,3
2025-02-28,KwaZulu-Natal,Outdoor,Local Radio,10/10 Mbps,57,0.13,7
2025-02-28,KwaZulu-Natal,Outdoor,Local Radio,50/50 Mbps,140,0.1,14
2025-02-28,KwaZulu-Natal,Outdoor,Local Radio,100/100 Mbps,54,0.12,6
2025-02-28,KwaZulu-Natal,Outdoor,Local Radio,200/200 Mbps,210,0.14,29
2025-02-28,KwaZulu-Natal,Outdoor,Local Radio,500/500 Mbps,287,0.09,25
2025-02-28,KwaZulu-Natal,Outdoor,Local Radio,1000/1000 Mbps,54,0.08,4
2025-02-28,KwaZulu-Natal,Events,Facebook,10/10 Mbps,273,0.06,16
2025-02-28,KwaZulu-Natal,Events,Facebook,50/50 Mbps,247,0.18,44
2025-02-28,KwaZulu-Natal,Events,Facebook,100/100 Mbps,81,0.1,8
2025-02-28,KwaZulu-Natal,Events,Facebook,200/200 Mbps,127,0.17,21
2025-02-28,KwaZulu-Natal,Events,Facebook,500/500 Mbps,226,0.13,29
2025-02-28,KwaZulu-Natal,Events,Facebook,1000/1000 Mbps,117,0.19,22
2025-02-28,KwaZulu-Natal,Events,Google,10/10 Mbps,288,0.09,25
